Event1    	Event2    	Tree      	Model	lnML          	ML            	mu1 	mu1star	nu1 	nu1star	mu2 	mu2star	nu2 	nu2star
70        	77        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
70        	78        	1         	I    	-22.3396420994	1.9862e-10    	2.0698	2.0698	0   	0   	2.1603	2.1603	0   	0   
71        	72        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
71        	73        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
71        	74        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
71        	75        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
71        	76        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
71        	77        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
71        	78        	1         	I    	-22.3396420994	1.9862e-10    	2.0698	2.0698	0   	0   	2.1603	2.1603	0   	0   
72        	73        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
72        	74        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
72        	75        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
72        	76        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
72        	77        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
72        	78        	1         	I    	-22.3396420994	1.9862e-10    	2.0698	2.0698	0   	0   	2.1603	2.1603	0   	0   
73        	74        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
73        	75        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
73        	76        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
73        	77        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
73        	78        	1         	I    	-22.3396420994	1.9862e-10    	2.0698	2.0698	0   	0   	2.1603	2.1603	0   	0   
74        	75        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
74        	76        	1         	I    	-23.5815385788	5.7368e-11    	2.0653	2.0653	0   	0   	2.0757	2.0757	0   	0   
