Event1    	Event2    	Tree      	Model	lnML          	ML            	mu1 	mu1star	nu1 	nu1star	mu2 	mu2star	nu2 	nu2star
27        	104       	1         	L    	-46.7395656480	5.0265e-21    	0   	22.924	0   	0   	9.4682	-   	0   	-0  
28        	104       	1         	L    	-46.7395656480	5.0265e-21    	0   	22.924	0   	0   	9.4682	-   	0   	-0  
89        	105       	1         	L    	-79.3762430774	3.3677e-35    	2.5175	14.266	0   	0   	18.872	0   	5.9292	0   
90        	105       	1         	L    	-79.3762430774	3.3677e-35    	2.5175	14.266	0   	0   	18.872	0   	5.9292	0   
91        	105       	1         	L    	-79.3762430774	3.3677e-35    	2.5175	14.266	0   	0   	18.872	0   	5.9292	0   
92        	105       	1         	L    	-79.3762430774	3.3677e-35    	2.5175	14.266	0   	0   	18.872	0   	5.9292	0   
95        	105       	1         	L    	-77.8766811461	1.5086e-34    	2.573	14.165	0   	0   	19.288	0   	5.9069	0   
96        	105       	1         	L    	-98.7647320368	1.2794e-43    	4.6135	0   	10.529	0   	26.68	17.181	6.1226	3.9428
99        	105       	1         	L    	-98.7647320368	1.2794e-43    	4.6135	0   	10.529	0   	26.68	17.181	6.1226	3.9428
100       	105       	1         	L    	-77.8766811461	1.5086e-34    	2.573	14.165	0   	0   	19.288	0   	5.9069	0   
101       	105       	1         	L    	-77.8766811461	1.5086e-34    	2.573	14.165	0   	0   	19.288	0   	5.9069	0   
102       	105       	1         	L    	-98.7647320368	1.2794e-43    	4.6135	0   	10.529	0   	26.68	17.181	6.1226	3.9428
105       	106       	1         	L    	-66.5752615149	1.221e-29     	18.117	-   	5.8126	-   	0   	1000	0   	1000
105       	107       	1         	L    	-70.9491052484	1.5388e-31    	0.70498	1000	2.5685	1000	16.898	0   	6.0605	0   
105       	108       	1         	L    	-66.5752615149	1.221e-29     	18.117	-   	5.8126	-   	0   	1000	0   	1000
105       	109       	1         	L    	-70.9491052484	1.5388e-31    	0.70498	1000	2.5685	1000	16.898	0   	6.0605	0   
105       	110       	1         	L    	-66.5752615149	1.221e-29     	18.117	-   	5.8126	-   	0   	1000	0   	1000
105       	111       	1         	L    	-66.5752615149	1.221e-29     	18.117	-   	5.8126	-   	0   	1000	0   	1000
89        	106       	1         	L    	-79.3762430774	3.3677e-35    	2.5175	14.266	0   	0   	18.872	0   	5.9292	0   
90        	106       	1         	L    	-79.3762430774	3.3677e-35    	2.5175	14.266	0   	0   	18.872	0   	5.9292	0   
91        	106       	1         	L    	-79.3762430774	3.3677e-35    	2.5175	14.266	0   	0   	18.872	0   	5.9292	0   
92        	106       	1         	L    	-79.3762430774	3.3677e-35    	2.5175	14.266	0   	0   	18.872	0   	5.9292	0   
95        	106       	1         	L    	-77.8766811461	1.5086e-34    	2.573	14.165	0   	0   	19.288	0   	5.9069	0   
96        	106       	1         	L    	-98.7647320368	1.2794e-43    	4.6135	0   	10.529	0   	26.68	17.181	6.1226	3.9428
99        	106       	1         	L    	-98.7647320368	1.2794e-43    	4.6135	0   	10.529	0   	26.68	17.181	6.1226	3.9428
100       	106       	1         	L    	-77.8766811461	1.5086e-34    	2.573	14.165	0   	0   	19.288	0   	5.9069	0   
101       	106       	1         	L    	-77.8766811461	1.5086e-34    	2.573	14.165	0   	0   	19.288	0   	5.9069	0   
102       	106       	1         	L    	-98.7647320368	1.2794e-43    	4.6135	0   	10.529	0   	26.68	17.181	6.1226	3.9428
106       	107       	1         	L    	-70.9491052484	1.5388e-31    	0.70498	1000	2.5685	1000	16.898	0   	6.0605	0   
