Event1	Event2	Model1	Model2	LRT	Pvalue	combinedModels	df
12	66	B	L	4.42495709479999	0.03542	BL	1
12	67	i	a	11.0950514086	0.0008656	ia	1
12	67	i	b	7.26961950499998	0.007013	ib	1
12	67	i	l	11.6369391804	0.002972	il	2
12	67	i	I	1.26634805379999	0.5309	iI	2
12	67	a	l	0.541887771799992	0.4617	al	1
12	67	a	A	0.549475680399979	0.7598	aA	2
12	67	b	l	4.36731967540001	0.03663	bl	1
12	67	b	B	0.738041132600017	0.6914	bB	2
12	67	l	L	0.795678551999998	0.6718	lL	2
12	67	I	A	10.3781790352	0.001275	IA	1
12	67	I	B	6.74131258380001	0.009421	IB	1
12	67	I	L	11.1662696786	0.003761	IL	2
12	67	A	L	0.788090643400011	0.3747	AL	1
12	67	B	L	4.42495709479999	0.03542	BL	1
13	15	i	a	32.5349735636	1.171e-08	ia	1
13	15	i	b	60.3348534708	8.002e-15	ib	1
13	15	i	l	60.9522831966	5.813e-14	il	2
13	15	i	I	3.8428170958	0.1464	iI	2
13	15	a	l	28.417309633	9.779e-08	al	1
13	15	a	A	6.11057871860001	0.04711	aA	2
13	15	b	l	0.617429725800008	0.432	bl	1
13	15	b	B	3.96520700880001	0.1377	bB	2
13	15	l	L	3.8619652646	0.145	lL	2
13	15	I	A	34.8027351864	3.649e-09	IA	1
13	15	I	B	60.4572433838	7.519e-15	IB	1
13	15	I	L	60.9714313654	5.757e-14	IL	2
13	15	A	L	26.168696179	3.129e-07	AL	1
13	15	B	L	0.514187981600003	0.4733	BL	1
13	16	i	a	16.2718628812	5.487e-05	ia	1
13	16	i	b	9.4698502816	0.002089	ib	1
13	16	i	l	16.6187344778	0.0002462	il	2
13	16	i	I	0.247870996399996	0.8834	iI	2
13	16	a	l	0.346871596599996	0.5559	al	1
13	16	a	A	0.271705812999997	0.873	aA	2
13	16	b	l	7.1488841962	0.007501	bl	1
13	16	b	B	0.361811396799993	0.8345	bB	2
13	16	l	L	0.379706211400006	0.8271	lL	2
13	16	I	A	16.2956976978	5.419e-05	IA	1
13	16	I	B	9.583790682	0.001963	IB	1
13	16	I	L	16.7505696928	0.0002305	IL	2
13	16	A	L	0.454871995000005	0.5	AL	1
13	16	B	L	7.16677901080001	0.007427	BL	1
13	23	i	a	5.40254817099999	0.02011	ia	1
13	23	i	b	9.4698502816	0.002089	ib	1
13	23	i	l	9.6094332934	0.008191	il	2
13	23	i	I	0.247034726599992	0.8838	iI	2
13	23	a	l	4.20688512240001	0.04026	al	1
13	23	a	A	0.254547771800006	0.8805	aA	2
13	23	b	l	0.139583011799999	0.7087	bl	1
13	23	b	B	0.360976259799997	0.8349	bB	2
13	23	l	L	0.360318817999996	0.8351	lL	2
13	23	I	A	5.41006121620001	0.02002	IA	1
13	23	I	B	9.58379181480001	0.001963	IB	1
13	23	I	L	9.72271738480001	0.00774	IL	2
13	23	A	L	4.3126561686	0.03783	AL	1
13	23	B	L	0.138925569999998	0.7094	BL	1
13	24	i	a	5.40254817099999	0.02011	ia	1
13	24	i	b	9.4698502816	0.002089	ib	1
13	24	i	l	9.6094332934	0.008191	il	2
13	24	i	I	0.247034726599992	0.8838	iI	2
13	24	a	l	4.20688512240001	0.04026	al	1
13	24	a	A	0.254547771800006	0.8805	aA	2
13	24	b	l	0.139583011799999	0.7087	bl	1
13	24	b	B	0.360976259799997	0.8349	bB	2
13	24	l	L	0.360318817999996	0.8351	lL	2
13	24	I	A	5.41006121620001	0.02002	IA	1
13	24	I	B	9.58379181480001	0.001963	IB	1
13	24	I	L	9.72271738480001	0.00774	IL	2
13	24	A	L	4.3126561686	0.03783	AL	1
13	24	B	L	0.138925569999998	0.7094	BL	1
13	43	i	a	23.3921810856	1.321e-06	ia	1
13	43	i	b	22.3303700442	2.295e-06	ib	1
13	43	i	l	24.8619434538	3.993e-06	il	2
13	43	i	I	1.21955287220001	0.5435	iI	2
13	43	a	l	1.46976236819999	0.2254	al	1
13	43	a	A	2.5355115988	0.2815	aA	2
13	43	b	l	2.5315734096	0.1116	bl	1
13	43	b	B	1.70008484360001	0.4274	bB	2
13	43	l	L	2.62389870760001	0.2693	lL	2
13	43	I	A	24.7081398122	6.67e-07	IA	1
13	43	I	B	22.8109020156	1.787e-06	IB	1
13	43	I	L	26.2662892892	1.979e-06	IL	2
13	43	A	L	1.558149477	0.2119	AL	1
13	43	B	L	3.4553872736	0.06305	BL	1
13	44	i	a	7.0041736062	0.008132	ia	1
13	44	i	b	2.75080316260002	0.09721	ib	1
13	44	i	l	9.75497676880002	0.007616	il	2
13	44	i	I	1.13426355360002	0.5671	iI	2
13	44	a	l	2.75080316260002	0.09721	al	1
13	44	a	A	0.514582365400003	0.7731	aA	2
13	44	b	l	7.0041736062	0.008132	bl	1
13	44	b	B	0.844949102399994	0.6554	bB	2
13	44	l	L	0.406810070799992	0.8159	lL	2
13	44	I	A	6.38449241799998	0.01151	IA	1
13	44	I	B	2.46148871139999	0.1167	IB	1
13	44	I	L	9.02752328599999	0.01096	IL	2
13	44	A	L	2.64303086800001	0.104	AL	1
13	44	B	L	6.5660345746	0.01039	BL	1
13	45	i	a	5.40254817099999	0.02011	ia	1
13	45	i	b	9.4698502816	0.002089	ib	1
13	45	i	l	9.6094332934	0.008191	il	2
13	45	i	I	0.247034726599992	0.8838	iI	2
13	45	a	l	4.20688512240001	0.04026	al	1
13	45	a	A	0.254547771800006	0.8805	aA	2
13	45	b	l	0.139583011799999	0.7087	bl	1
13	45	b	B	0.360976259799997	0.8349	bB	2
13	45	l	L	0.360318817999996	0.8351	lL	2
13	45	I	A	5.41006121620001	0.02002	IA	1
13	45	I	B	9.58379181480001	0.001963	IB	1
13	45	I	L	9.72271738480001	0.00774	IL	2
13	45	A	L	4.3126561686	0.03783	AL	1
13	45	B	L	0.138925569999998	0.7094	BL	1
13	47	i	a	5.40254817099999	0.02011	ia	1
13	47	i	b	9.4698502816	0.002089	ib	1
13	47	i	l	9.6094332934	0.008191	il	2
13	47	i	I	0.247034726599992	0.8838	iI	2
13	47	a	l	4.20688512240001	0.04026	al	1
13	47	a	A	0.254547771800006	0.8805	aA	2
13	47	b	l	0.139583011799999	0.7087	bl	1
13	47	b	B	0.360976259799997	0.8349	bB	2
13	47	l	L	0.360318817999996	0.8351	lL	2
13	47	I	A	5.41006121620001	0.02002	IA	1
13	47	I	B	9.58379181480001	0.001963	IB	1
13	47	I	L	9.72271738480001	0.00774	IL	2
13	47	A	L	4.3126561686	0.03783	AL	1
13	47	B	L	0.138925569999998	0.7094	BL	1
15	16	i	a	18.5450104978	1.659e-05	ia	1
15	16	i	b	9.24723519619999	0.002359	ib	1
15	16	i	l	18.5450104978	9.397e-05	il	2
15	16	i	I	3.12910515579998	0.2092	iI	2
15	16	a	l	0	1	al	1
15	16	a	A	3.34599551780001	0.1877	aA	2
15	16	b	l	9.29777530159998	0.002294	bl	1
15	16	b	B	3.5117743106	0.1728	bB	2
15	16	l	L	3.34599551780001	0.1877	lL	2
15	16	I	A	18.7619008598	1.481e-05	IA	1
15	16	I	B	9.62990435100002	0.001914	IB	1
15	16	I	L	18.7619008598	8.432e-05	IL	2
15	16	A	L	0	1	AL	1
15	16	B	L	9.13199650879999	0.002512	BL	1
15	23	i	a	6.13619940380001	0.01324	ia	1
15	23	i	b	9.24723519620001	0.002359	ib	1
15	23	i	l	9.34341572320001	0.009356	il	2
15	23	i	I	3.1282689204	0.2093	iI	2
15	23	a	l	3.2072163194	0.07331	al	1
15	23	a	A	3.1946311224	0.2024	aA	2
15	23	b	l	0.0961805270000013	0.7565	bl	1
15	23	b	B	3.51093920939999	0.1728	bB	2
15	23	l	L	3.5076108696	0.1731	lL	2
15	23	I	A	6.2025616058	0.01276	IA	1
15	23	I	B	9.6299054852	0.001914	IB	1
15	23	I	L	9.72275767240001	0.00774	IL	2
15	23	A	L	3.52019606660001	0.06063	AL	1
15	23	B	L	0.092852187200009	0.7606	BL	1
15	24	i	a	6.13619940380001	0.01324	ia	1
15	24	i	b	9.24723519620001	0.002359	ib	1
15	24	i	l	9.34341572320001	0.009356	il	2
15	24	i	I	3.1282689204	0.2093	iI	2
15	24	a	l	3.2072163194	0.07331	al	1
15	24	a	A	3.1946311224	0.2024	aA	2
15	24	b	l	0.0961805270000013	0.7565	bl	1
15	24	b	B	3.51093920939999	0.1728	bB	2
15	24	l	L	3.5076108696	0.1731	lL	2
15	24	I	A	6.2025616058	0.01276	IA	1
15	24	I	B	9.6299054852	0.001914	IB	1
15	24	I	L	9.72275767240001	0.00774	IL	2
15	24	A	L	3.52019606660001	0.06063	AL	1
15	24	B	L	0.092852187200009	0.7606	BL	1
15	43	i	a	13.4318634724	0.0002474	ia	1
15	43	i	b	9.9407716234	0.001617	ib	1
15	43	i	l	13.7347868996	0.001041	il	2
15	43	i	I	4.15624213679999	0.1252	iI	2
15	43	a	l	0.3029234272	0.5821	al	1
15	43	a	A	5.13657962859997	0.07667	aA	2
15	43	b	l	3.79401527620001	0.05144	bl	1
15	43	b	B	5.27616023940001	0.0715	bB	2
15	43	l	L	5.33146292999999	0.06955	lL	2
15	43	I	A	14.4122009642	0.0001468	IA	1
15	43	I	B	11.060689726	0.0008818	IB	1
15	43	I	L	14.9100076928	0.0005785	IL	2
15	43	A	L	0.497806728600011	0.4805	AL	1
15	43	B	L	3.84931796679999	0.04977	BL	1
15	45	i	a	6.13619940380001	0.01324	ia	1
15	45	i	b	9.24723519620001	0.002359	ib	1
15	45	i	l	9.34341572320001	0.009356	il	2
15	45	i	I	3.1282689204	0.2093	iI	2
15	45	a	l	3.2072163194	0.07331	al	1
15	45	a	A	3.1946311224	0.2024	aA	2
15	45	b	l	0.0961805270000013	0.7565	bl	1
15	45	b	B	3.51093920939999	0.1728	bB	2
15	45	l	L	3.5076108696	0.1731	lL	2
15	45	I	A	6.2025616058	0.01276	IA	1
15	45	I	B	9.6299054852	0.001914	IB	1
15	45	I	L	9.72275767240001	0.00774	IL	2
15	45	A	L	3.52019606660001	0.06063	AL	1
15	45	B	L	0.092852187200009	0.7606	BL	1
15	47	i	a	6.13619940380001	0.01324	ia	1
15	47	i	b	9.24723519620001	0.002359	ib	1
15	47	i	l	9.34341572320001	0.009356	il	2
15	47	i	I	3.1282689204	0.2093	iI	2
15	47	a	l	3.2072163194	0.07331	al	1
15	47	a	A	3.1946311224	0.2024	aA	2
15	47	b	l	0.0961805270000013	0.7565	bl	1
15	47	b	B	3.51093920939999	0.1728	bB	2
15	47	l	L	3.5076108696	0.1731	lL	2
15	47	I	A	6.2025616058	0.01276	IA	1
15	47	I	B	9.6299054852	0.001914	IB	1
15	47	I	L	9.72275767240001	0.00774	IL	2
15	47	A	L	3.52019606660001	0.06063	AL	1
15	47	B	L	0.092852187200009	0.7606	BL	1
15	97	i	a	4.80848660499998	0.02832	ia	1
15	97	i	b	2.53225955599999	0.1115	ib	1
15	97	i	l	5.80174064319999	0.05498	il	2
15	97	i	I	11.7045833786	0.002873	iI	2
15	97	a	l	0.993254038200007	0.3189	al	1
15	97	a	A	13.198150707	0.001362	aA	2
15	97	b	l	3.26948108720001	0.07058	bl	1
15	97	b	B	12.1794115686	0.002266	bB	2
15	97	l	L	13.0348533692	0.001477	lL	2
15	97	I	A	6.3020539334	0.01206	IA	1
15	97	I	B	3.007087746	0.0829	IB	1
15	97	I	L	7.13201063379998	0.02827	IL	2
15	97	A	L	0.829956700399975	0.3623	AL	1
15	97	B	L	4.12492288779998	0.04226	BL	1
16	22	i	a	9.06203639959999	0.00261	ia	1
16	22	i	b	1.0759023032	0.2996	ib	1
16	22	i	l	10.1379387026	0.006289	il	2
16	22	i	I	0.287367846999985	0.8662	iI	2
16	22	a	l	1.07590230300001	0.2996	al	1
16	22	a	A	0.165298582800006	0.9207	aA	2
16	22	b	l	9.0620363994	0.00261	bl	1
16	22	b	B	0.2896011096	0.8652	bB	2
16	22	l	L	0.167043421000002	0.9199	lL	2
16	22	I	A	8.93996713540001	0.00279	IA	1
16	22	I	B	1.07813556580001	0.2991	IB	1
16	22	I	L	10.0176142766	0.006679	IL	2
16	22	A	L	1.0776471412	0.2992	AL	1
16	22	B	L	8.9394787108	0.002791	BL	1
16	23	i	a	15.561427231	7.987e-05	ia	1
16	23	i	b	11.9293430764	0.0005526	ib	1
16	23	i	l	15.561427231	0.0004177	il	2
16	23	i	I	0.000974364199990418	0.9995	iI	2
16	23	a	l	0	1	al	1
16	23	a	A	0.000961278799998411	0.9995	aA	2
16	23	b	l	3.63208415460001	0.05668	bl	1
16	23	b	B	0.000648475200009102	0.9997	bB	2
16	23	l	L	0.000961278799998411	0.9995	lL	2
16	23	I	A	15.5614141456	7.987e-05	IA	1
16	23	I	B	11.9290171874	0.0005527	IB	1
16	23	I	L	15.5614141456	0.0004177	IL	2
16	23	A	L	0	1	AL	1
16	23	B	L	3.6323969582	0.05667	BL	1
16	24	i	a	15.561427231	7.987e-05	ia	1
16	24	i	b	11.9293430764	0.0005526	ib	1
16	24	i	l	15.561427231	0.0004177	il	2
16	24	i	I	0.000974364199990418	0.9995	iI	2
16	24	a	l	0	1	al	1
16	24	a	A	0.000961278799998411	0.9995	aA	2
16	24	b	l	3.63208415460001	0.05668	bl	1
16	24	b	B	0.000648475200009102	0.9997	bB	2
16	24	l	L	0.000961278799998411	0.9995	lL	2
16	24	I	A	15.5614141456	7.987e-05	IA	1
16	24	I	B	11.9290171874	0.0005527	IB	1
16	24	I	L	15.5614141456	0.0004177	IL	2
16	24	A	L	0	1	AL	1
16	24	B	L	3.6323969582	0.05667	BL	1
16	43	i	a	10.5584112376	0.001157	ia	1
16	43	i	b	1.815925202	0.1778	ib	1
16	43	i	l	10.987586877	0.004112	il	2
16	43	i	I	0.9395826744	0.6251	iI	2
16	43	a	l	0.4291756394	0.5124	al	1
16	43	a	A	1.270228832	0.5299	aA	2
16	43	b	l	9.171661675	0.002458	bl	1
16	43	b	B	0.942944189800002	0.6241	bB	2
16	43	l	L	1.3031552704	0.5212	lL	2
16	43	I	A	10.8890573952	0.0009673	IA	1
16	43	I	B	1.8192867174	0.1774	IB	1
16	43	I	L	11.351159473	0.003429	IL	2
16	43	A	L	0.462102077799997	0.4966	AL	1
16	43	B	L	9.53187275559999	0.002019	BL	1
16	44	i	a	8.77255040079999	0.003058	ia	1
16	44	i	b	3.493211223	0.06162	ib	1
16	44	i	l	9.1930128562	0.01009	il	2
16	44	i	I	0.790104931599984	0.6736	iI	2
16	44	a	l	0.420462455400013	0.5167	al	1
16	44	a	A	0.593897800000008	0.7431	aA	2
16	44	b	l	5.6998016332	0.01697	bl	1
16	44	b	B	0.776766139800003	0.6782	bB	2
16	44	l	L	0.590282467599991	0.7444	lL	2
16	44	I	A	8.57634326920001	0.003406	IA	1
16	44	I	B	3.47987243120002	0.06212	IB	1
16	44	I	L	8.99319039220001	0.01115	IL	2
16	44	A	L	0.416847122999997	0.5185	AL	1
16	44	B	L	5.51331796099998	0.01887	BL	1
16	45	i	a	15.561427231	7.987e-05	ia	1
16	45	i	b	11.9293430764	0.0005526	ib	1
16	45	i	l	15.561427231	0.0004177	il	2
16	45	i	I	0.000974364199990418	0.9995	iI	2
16	45	a	l	0	1	al	1
16	45	a	A	0.000961278799998411	0.9995	aA	2
16	45	b	l	3.63208415460001	0.05668	bl	1
16	45	b	B	0.000648475200009102	0.9997	bB	2
16	45	l	L	0.000961278799998411	0.9995	lL	2
16	45	I	A	15.5614141456	7.987e-05	IA	1
16	45	I	B	11.9290171874	0.0005527	IB	1
16	45	I	L	15.5614141456	0.0004177	IL	2
16	45	A	L	0	1	AL	1
16	45	B	L	3.6323969582	0.05667	BL	1
16	47	i	a	15.561427231	7.987e-05	ia	1
16	47	i	b	11.9293430764	0.0005526	ib	1
16	47	i	l	15.561427231	0.0004177	il	2
16	47	i	I	0.000974364199990418	0.9995	iI	2
16	47	a	l	0	1	al	1
16	47	a	A	0.000961278799998411	0.9995	aA	2
16	47	b	l	3.63208415460001	0.05668	bl	1
16	47	b	B	0.000648475200009102	0.9997	bB	2
16	47	l	L	0.000961278799998411	0.9995	lL	2
16	47	I	A	15.5614141456	7.987e-05	IA	1
16	47	I	B	11.9290171874	0.0005527	IB	1
16	47	I	L	15.5614141456	0.0004177	IL	2
16	47	A	L	0	1	AL	1
16	47	B	L	3.6323969582	0.05667	BL	1
21	43	i	a	7.08139098580001	0.007789	ia	1
21	43	i	b	6.31584546840001	0.01197	ib	1
21	43	i	l	7.1603649424	0.02787	il	2
21	43	i	I	1.0456768666	0.5928	iI	2
21	43	a	l	0.0789739565999952	0.7787	al	1
21	43	a	A	1.3402175378	0.5117	aA	2
21	43	b	l	0.844519473999995	0.3581	bl	1
21	43	b	B	0.901819687999996	0.637	bB	2
21	43	l	L	1.3426332136	0.511	lL	2
21	43	I	A	7.375931657	0.00661	IA	1
21	43	I	B	6.1719882898	0.01298	IB	1
21	43	I	L	7.4573212894	0.02402	IL	2
21	43	A	L	0.081389632399997	0.7754	AL	1
21	43	B	L	1.2853329996	0.2569	BL	1
21	60	i	a	6.062569895	0.01381	ia	1
21	60	i	b	3.8932784518	0.04848	ib	1
21	60	i	l	6.3616962174	0.04155	il	2
21	60	i	I	3.0652531376	0.216	iI	2
21	60	a	l	0.299126322399999	0.5844	al	1
21	60	a	A	2.65580105480001	0.265	aA	2
21	60	b	l	2.46841776559999	0.1162	bl	1
21	60	b	B	3.00407420419999	0.2227	bB	2
21	60	l	L	2.66656868620001	0.2636	lL	2
21	60	I	A	5.65311781220001	0.01742	IA	1
21	60	I	B	3.8320995184	0.05028	IB	1
21	60	I	L	5.96301176600001	0.05072	IL	2
21	60	A	L	0.3098939538	0.5777	AL	1
21	60	B	L	2.13091224760001	0.1444	BL	1
21	95	i	a	7.5849115754	0.005886	ia	1
21	95	i	b	5.7385790996	0.0166	ib	1
21	95	i	l	7.69378757800001	0.02135	il	2
21	95	i	I	0.771211822000005	0.68	iI	2
21	95	a	l	0.108876002600006	0.7414	al	1
21	95	a	A	0.582356324000003	0.7474	aA	2
21	95	b	l	1.9552084784	0.162	bl	1
21	95	b	B	0.710867925199999	0.7009	bB	2
21	95	l	L	0.586020529799995	0.746	lL	2
21	95	I	A	7.3960560774	0.006537	IA	1
21	95	I	B	5.6782352028	0.01718	IB	1
21	95	I	L	7.5085962858	0.02342	IL	2
21	95	A	L	0.112540208399999	0.7373	AL	1
21	95	B	L	1.830361083	0.1761	BL	1
21	100	i	a	7.5849115754	0.005886	ia	1
21	100	i	b	5.7385790996	0.0166	ib	1
21	100	i	l	7.69378757800001	0.02135	il	2
21	100	i	I	0.771211822000005	0.68	iI	2
21	100	a	l	0.108876002600006	0.7414	al	1
21	100	a	A	0.582356324000003	0.7474	aA	2
21	100	b	l	1.9552084784	0.162	bl	1
21	100	b	B	0.710867925199999	0.7009	bB	2
21	100	l	L	0.586020529799995	0.746	lL	2
21	100	I	A	7.3960560774	0.006537	IA	1
21	100	I	B	5.6782352028	0.01718	IB	1
21	100	I	L	7.5085962858	0.02342	IL	2
21	100	A	L	0.112540208399999	0.7373	AL	1
21	100	B	L	1.830361083	0.1761	BL	1
21	101	i	a	7.5849115754	0.005886	ia	1
21	101	i	b	5.7385790996	0.0166	ib	1
21	101	i	l	7.69378757800001	0.02135	il	2
21	101	i	I	0.771211822000005	0.68	iI	2
21	101	a	l	0.108876002600006	0.7414	al	1
21	101	a	A	0.582356324000003	0.7474	aA	2
21	101	b	l	1.9552084784	0.162	bl	1
21	101	b	B	0.710867925199999	0.7009	bB	2
21	101	l	L	0.586020529799995	0.746	lL	2
21	101	I	A	7.3960560774	0.006537	IA	1
21	101	I	B	5.6782352028	0.01718	IB	1
21	101	I	L	7.5085962858	0.02342	IL	2
21	101	A	L	0.112540208399999	0.7373	AL	1
21	101	B	L	1.830361083	0.1761	BL	1
22	23	i	a	3.6174325624	0.05718	ia	1
22	23	i	b	9.24723519619999	0.002359	ib	1
22	23	i	l	9.6056751892	0.008206	il	2
22	23	i	I	0.286600244199988	0.8665	iI	2
22	23	a	l	5.9882426268	0.0144	al	1
22	23	a	A	0.282981115799998	0.8681	aA	2
22	23	b	l	0.358439993000005	0.5494	bl	1
22	23	b	B	0.164378609400003	0.9211	bB	2
22	23	l	L	0.164922748399988	0.9208	lL	2
22	23	I	A	3.61381343400001	0.0573	IA	1
22	23	I	B	9.12501356140001	0.002521	IB	1
22	23	I	L	9.4839976934	0.008721	IL	2
22	23	A	L	5.87018425939999	0.0154	AL	1
22	23	B	L	0.358984131999989	0.5491	BL	1
22	24	i	a	3.6174325624	0.05718	ia	1
22	24	i	b	9.24723519619999	0.002359	ib	1
22	24	i	l	9.6056751892	0.008206	il	2
22	24	i	I	0.286600244199988	0.8665	iI	2
22	24	a	l	5.9882426268	0.0144	al	1
22	24	a	A	0.282981115799998	0.8681	aA	2
22	24	b	l	0.358439993000005	0.5494	bl	1
22	24	b	B	0.164378609400003	0.9211	bB	2
22	24	l	L	0.164922748399988	0.9208	lL	2
22	24	I	A	3.61381343400001	0.0573	IA	1
22	24	I	B	9.12501356140001	0.002521	IB	1
22	24	I	L	9.4839976934	0.008721	IL	2
22	24	A	L	5.87018425939999	0.0154	AL	1
22	24	B	L	0.358984131999989	0.5491	BL	1
22	43	i	a	2.09761894440001	0.1475	ia	1
22	43	i	b	3.32787578	0.06811	ib	1
22	43	i	l	4.76496280740002	0.09232	il	2
22	43	i	I	1.28410532700002	0.5262	iI	2
22	43	a	l	2.66734386300001	0.1024	al	1
22	43	a	A	1.9393973594	0.3792	aA	2
22	43	b	l	1.43708702740003	0.2306	bl	1
22	43	b	B	0.995353684800023	0.6079	bB	2
22	43	l	L	0.802337054999981	0.6695	lL	2
22	43	I	A	2.7529109768	0.09708	IA	1
22	43	I	B	3.0391241378	0.08128	IB	1
22	43	I	L	4.28319453539999	0.1175	IL	2
22	43	A	L	1.53028355859999	0.2161	AL	1
22	43	B	L	1.24407039759998	0.2647	BL	1
22	44	i	a	73.2988727528	1.114e-17	ia	1
22	44	i	b	69.9083796128	6.212e-17	ib	1
22	44	i	l	73.574405445	1.056e-16	il	2
22	44	i	I	1.17762930360001	0.555	iI	2
22	44	a	l	0.275532692200002	0.5996	al	1
22	44	a	A	0.440931139400007	0.8021	aA	2
22	44	b	l	3.66602583219999	0.05553	bl	1
22	44	b	B	3.3445466216	0.1878	bB	2
22	44	l	L	0.461367897000002	0.794	lL	2
22	44	I	A	72.5621745886	1.619e-17	IA	1
22	44	I	B	72.0752969308	2.071e-17	IB	1
22	44	I	L	72.8581440384	1.51e-16	IL	2
22	44	A	L	0.295969449799998	0.5864	AL	1
22	44	B	L	0.782847107599991	0.3763	BL	1
22	45	i	a	3.6174325624	0.05718	ia	1
22	45	i	b	9.24723519619999	0.002359	ib	1
22	45	i	l	9.6056751892	0.008206	il	2
22	45	i	I	0.286600244199988	0.8665	iI	2
22	45	a	l	5.9882426268	0.0144	al	1
22	45	a	A	0.282981115799998	0.8681	aA	2
22	45	b	l	0.358439993000005	0.5494	bl	1
22	45	b	B	0.164378609400003	0.9211	bB	2
22	45	l	L	0.164922748399988	0.9208	lL	2
22	45	I	A	3.61381343400001	0.0573	IA	1
22	45	I	B	9.12501356140001	0.002521	IB	1
22	45	I	L	9.4839976934	0.008721	IL	2
22	45	A	L	5.87018425939999	0.0154	AL	1
22	45	B	L	0.358984131999989	0.5491	BL	1
22	46	i	a	5.83896913000001	0.01568	ia	1
22	46	i	b	6.14324919239999	0.01319	ib	1
22	46	i	l	7.27128574560001	0.02637	il	2
22	46	i	I	0.507759248000013	0.7758	iI	2
22	46	a	l	1.4323166156	0.2314	al	1
22	46	a	A	0.29454140659999	0.8631	aA	2
22	46	b	l	1.12803655320002	0.2882	bl	1
22	46	b	B	0.229659726400001	0.8915	bB	2
22	46	l	L	0.327458726199978	0.849	lL	2
22	46	I	A	5.62575128859999	0.0177	IA	1
22	46	I	B	5.86514967079998	0.01544	IB	1
22	46	I	L	7.09098522379998	0.02885	IL	2
22	46	A	L	1.46523393519999	0.2261	AL	1
22	46	B	L	1.225835553	0.2682	BL	1
22	47	i	a	3.6174325624	0.05718	ia	1
22	47	i	b	9.24723519619999	0.002359	ib	1
22	47	i	l	9.6056751892	0.008206	il	2
22	47	i	I	0.286600244199988	0.8665	iI	2
22	47	a	l	5.9882426268	0.0144	al	1
22	47	a	A	0.282981115799998	0.8681	aA	2
22	47	b	l	0.358439993000005	0.5494	bl	1
22	47	b	B	0.164378609400003	0.9211	bB	2
22	47	l	L	0.164922748399988	0.9208	lL	2
22	47	I	A	3.61381343400001	0.0573	IA	1
22	47	I	B	9.12501356140001	0.002521	IB	1
22	47	I	L	9.4839976934	0.008721	IL	2
22	47	A	L	5.87018425939999	0.0154	AL	1
22	47	B	L	0.358984131999989	0.5491	BL	1
22	60	i	a	9.1778126662	0.00245	ia	1
22	60	i	b	3.7075686874	0.05417	ib	1
22	60	i	l	10.7890650844	0.004541	il	2
22	60	i	I	3.31013237780002	0.1911	iI	2
22	60	a	l	1.61125241820002	0.2043	al	1
22	60	a	A	2.4151848562	0.2989	aA	2
22	60	b	l	7.08149639700002	0.007788	bl	1
22	60	b	B	3.08926526820002	0.2134	bB	2
22	60	l	L	2.54783820599999	0.2797	lL	2
22	60	I	A	8.28286514459998	0.004002	IA	1
22	60	I	B	3.48670157780001	0.06186	IB	1
22	60	I	L	10.0267709126	0.006648	IL	2
22	60	A	L	1.74390576800002	0.1866	AL	1
22	60	B	L	6.54006933479999	0.01055	BL	1
23	24	i	a	15.7482947886	7.235e-05	ia	1
23	24	i	b	15.7482947886	7.235e-05	ib	1
23	24	i	l	15.7482947886	0.0003805	il	2
23	24	i	I	0.00013928860000334	0.9999	iI	2
23	24	a	l	0	1	al	1
23	24	a	A	0.000135009800001029	0.9999	aA	2
23	24	b	l	0	1	bl	1
23	24	b	B	0.000135009800001029	0.9999	bB	2
23	24	l	L	0.000135009800001029	0.9999	lL	2
23	24	I	A	15.7482905098	7.235e-05	IA	1
23	24	I	B	15.7482905098	7.235e-05	IB	1
23	24	I	L	15.7482905098	0.0003805	IL	2
23	24	A	L	0	1	AL	1
23	24	B	L	0	1	BL	1
23	43	i	a	10.7445371532	0.001046	ia	1
23	43	i	b	5.3498671144	0.02072	ib	1
23	43	i	l	10.8875557858	0.004323	il	2
23	43	i	I	0.938746407799997	0.6254	iI	2
23	43	a	l	0.143018632600004	0.7053	al	1
23	43	a	A	1.303688326	0.5211	aA	2
23	43	b	l	5.53768867140001	0.01861	bl	1
23	43	b	B	0.943176094199998	0.624	bB	2
23	43	l	L	1.3032696936	0.5212	lL	2
23	43	I	A	11.1094790714	0.0008589	IA	1
23	43	I	B	5.3542968008	0.02067	IB	1
23	43	I	L	11.2520790716	0.003603	IL	2
23	43	A	L	0.142600000200005	0.7057	AL	1
23	43	B	L	5.89778227080001	0.01516	BL	1
23	44	i	a	8.86496438879999	0.002907	ia	1
23	44	i	b	3.45844761059999	0.06293	ib	1
23	44	i	l	9.25621948119999	0.009773	il	2
23	44	i	I	0.789333459399998	0.6739	iI	2
23	44	a	l	0.391255092400002	0.5316	al	1
23	44	a	A	0.592966826600005	0.7434	aA	2
23	44	b	l	5.7977718706	0.01605	bl	1
23	44	b	B	0.78212704340001	0.6763	bB	2
23	44	l	L	0.594303007400001	0.7429	lL	2
23	44	I	A	8.668597756	0.003237	IA	1
23	44	I	B	3.4512411946	0.0632	IB	1
23	44	I	L	9.06118902919999	0.01077	IL	2
23	44	A	L	0.392591273199997	0.5309	AL	1
23	44	B	L	5.60994783459999	0.01786	BL	1
23	45	i	a	15.7482947886	7.235e-05	ia	1
23	45	i	b	15.7482947886	7.235e-05	ib	1
23	45	i	l	15.7482947886	0.0003805	il	2
